off_tech_id,off_tech,d3fend_id,def_tech,phase,tactic,shared_artifacts,shared_artifact_names,trust,proxy_quality,band
T1059.005,Visual Basic,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1059.006,Python,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1059.007,JavaScript,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1059.008,Network Device CLI,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1059.009,Cloud API,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1059.010,AutoHotKey &amp; AutoIT,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1059.011,Lua,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1059.012,Hypervisor CLI,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1059.013,Container CLI/API,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1059,Command and Scripting Interpreter,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1068,Exploitation for Privilege Escalation,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1072,Software Deployment Tools,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1127.001,MSBuild,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1127,Trusted Developer Utilities Proxy Execution,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1137.001,Office Template Macros,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1137.006,Add-ins,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1137,Office Application Startup,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1140,Deobfuscate/Decode Files or Information,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1176.001,Browser Extensions,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1176.002,IDE Extensions,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1176,Software Extensions,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1195.001,Compromise Software Dependencies and Development Tools,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1195.002,Compromise Software Supply Chain,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1195,Supply Chain Compromise,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1203,Exploitation for Client Execution,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1204.002,Malicious File,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1204,User Execution,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1210,Exploitation of Remote Services,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1211,Exploitation for Defense Evasion,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1212,Exploitation for Credential Access,D3-ABPI,Application-based Process Isolation,respond,Isolate,2,Process|Subroutine,0.25,artifact_cooccurrence,respond
T1218.014,MMC,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1218,System Binary Proxy Execution,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1220,XSL Script Processing,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1490,Inhibit System Recovery,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1497.003,Time Based Checks,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1497,Virtualization/Sandbox Evasion,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1505.001,SQL Stored Procedures,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1505.002,Transport Agent,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1505.003,Web Shell,D3-ABPI,Application-based Process Isolation,respond,Isolate,2,Process|Subroutine,0.25,artifact_cooccurrence,respond
T1505.004,IIS Components,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1505,Server Software Component,D3-ABPI,Application-based Process Isolation,respond,Isolate,2,Process|Subroutine,0.25,artifact_cooccurrence,respond
T1542.001,System Firmware,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1542.002,Component Firmware,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1542.003,Bootkit,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1542.004,ROMMONkit,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1542,Pre-OS Boot,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1546.002,Screensaver,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1546.005,Trap,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1546.006,LC_LOAD_DYLIB Addition,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1546.007,Netsh Helper DLL,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1546.008,Accessibility Features,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1546.011,Application Shimming,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1546.013,PowerShell Profile,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1546.015,Component Object Model Hijacking,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1546,Event Triggered Execution,D3-ABPI,Application-based Process Isolation,respond,Isolate,2,Process|Subroutine,0.25,artifact_cooccurrence,respond
T1547.001,Registry Run Keys / Startup Folder,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1547.008,LSASS Driver,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1547.009,Shortcut Modification,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1547,Boot or Logon Autostart Execution,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1548.002,Bypass User Account Control,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1548,Abuse Elevation Control Mechanism,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1550.001,Application Access Token,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1550.002,Pass the Hash,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1550.003,Pass the Ticket,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1550.004,Web Session Cookie,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1550,Use Alternate Authentication Material,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1554,Compromise Host Software Binary,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1556.001,Domain Controller Authentication,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1556.002,Password Filter DLL,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1556.003,Pluggable Authentication Modules,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1556.004,Network Device Authentication,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1556.005,Reversible Encryption,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1556.006,Multi-Factor Authentication,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1556.007,Hybrid Identity,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1556.008,Network Provider DLL,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1556.009,Conditional Access Policies,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1556,Modify Authentication Process,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1562.001,Disable or Modify Tools,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1562.003,Impair Command History Logging,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1562,Impair Defenses,D3-ABPI,Application-based Process Isolation,respond,Isolate,2,Process|Subroutine,0.25,artifact_cooccurrence,respond
T1564.006,Run Virtual Instance,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1564,Hide Artifacts,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1565.003,Runtime Data Manipulation,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1565,Data Manipulation,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1574.005,Executable Installer File Permissions Weakness,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1574.007,Path Interception by PATH Environment Variable,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1574.008,Path Interception by Search Order Hijacking,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1574.009,Path Interception by Unquoted Path,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1574.010,Services File Permissions Weakness,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1574,Hijack Execution Flow,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1621,Multi-Factor Authentication Request Generation,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Process,0.25,artifact_cooccurrence,respond
T1649,Steal or Forge Authentication Certificates,D3-ABPI,Application-based Process Isolation,respond,Isolate,1,Subroutine,0.25,artifact_cooccurrence,respond
T1007,System Service Discovery,D3-EAL,Executable Allowlisting,respond,Isolate,1,Create Process,0.25,artifact_cooccurrence,respond
T1010,Application Window Discovery,D3-EAL,Executable Allowlisting,respond,Isolate,1,Create Process,0.25,artifact_cooccurrence,respond
T1014,Rootkit,D3-EAL,Executable Allowlisting,respond,Isolate,1,Executable File,0.25,artifact_cooccurrence,respond
T1016.001,Internet Connection Discovery,D3-EAL,Executable Allowlisting,respond,Isolate,2,Create Process|Executable File,0.25,artifact_cooccurrence,respond
T1016.002,Wi-Fi Discovery,D3-EAL,Executable Allowlisting,respond,Isolate,2,Create Process|Executable File,0.25,artifact_cooccurrence,respond
T1016,System Network Configuration Discovery,D3-EAL,Executable Allowlisting,respond,Isolate,2,Create Process|Executable File,0.25,artifact_cooccurrence,respond
