off_tech_id,off_tech,d3fend_id,def_tech,phase,tactic,shared_artifacts,shared_artifact_names,trust,proxy_quality,band
T1071.001,Web Protocols,D3-CBAN,Certificate-based Authentication,prepare,Harden,1,Certificate,0.25,artifact_cooccurrence,prepare
T1071.002,File Transfer Protocols,D3-CBAN,Certificate-based Authentication,prepare,Harden,1,Certificate,0.25,artifact_cooccurrence,prepare
T1071.003,Mail Protocols,D3-CBAN,Certificate-based Authentication,prepare,Harden,1,Certificate,0.25,artifact_cooccurrence,prepare
T1071.004,DNS,D3-CBAN,Certificate-based Authentication,prepare,Harden,1,Certificate,0.25,artifact_cooccurrence,prepare
T1071.005,Publish/Subscribe Protocols,D3-CBAN,Certificate-based Authentication,prepare,Harden,1,Certificate,0.25,artifact_cooccurrence,prepare
T1071,Application Layer Protocol,D3-CBAN,Certificate-based Authentication,prepare,Harden,1,Certificate,0.25,artifact_cooccurrence,prepare
T1553.004,Install Root Certificate,D3-CBAN,Certificate-based Authentication,prepare,Harden,1,Certificate,0.25,artifact_cooccurrence,prepare
T1553,Subvert Trust Controls,D3-CBAN,Certificate-based Authentication,prepare,Harden,1,Certificate,0.25,artifact_cooccurrence,prepare
T1573.002,Asymmetric Cryptography,D3-CBAN,Certificate-based Authentication,prepare,Harden,1,Certificate,0.25,artifact_cooccurrence,prepare
T1573,Encrypted Channel,D3-CBAN,Certificate-based Authentication,prepare,Harden,1,Certificate,0.25,artifact_cooccurrence,prepare
T1649,Steal or Forge Authentication Certificates,D3-CBAN,Certificate-based Authentication,prepare,Harden,1,Certificate,0.25,artifact_cooccurrence,prepare
T1003.003,NTDS,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1003.005,Cached Domain Credentials,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1003.008,/etc/passwd and /etc/shadow,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1003,OS Credential Dumping,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1098.001,Additional Cloud Credentials,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1098,Account Manipulation,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1110.001,Password Guessing,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1110.002,Password Cracking,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1110.003,Password Spraying,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1110,Brute Force,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1134.001,Token Impersonation/Theft,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1134.002,Create Process with Token,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1134.003,Make and Impersonate Token,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1134,Access Token Manipulation,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1142,Keychain,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1528,Steal Application Access Token,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1539,Steal Web Session Cookie,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1550.001,Application Access Token,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1550.004,Web Session Cookie,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1550,Use Alternate Authentication Material,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1552.001,Credentials In Files,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1552.002,Credentials in Registry,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1552.003,Shell History,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1552.004,Private Keys,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1552.005,Cloud Instance Metadata API,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1552.006,Group Policy Preferences,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1552.007,Container API,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1552.008,Chat Messages,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1552,Unsecured Credentials,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1558.001,Golden Ticket,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1558.002,Silver Ticket,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1558.003,Kerberoasting,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1558.004,AS-REP Roasting,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1558.005,Ccache Files,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1558,Steal or Forge Kerberos Tickets,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1606.001,Web Cookies,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1606.002,SAML Tokens,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1606,Forge Web Credentials,D3-MFA,Multi-factor Authentication,prepare,Harden,1,Credential,0.25,artifact_cooccurrence,prepare
T1110.001,Password Guessing,D3-PWA,Password Authentication,prepare,Harden,1,Password,0.25,artifact_cooccurrence,prepare
T1110.002,Password Cracking,D3-PWA,Password Authentication,prepare,Harden,1,Password,0.25,artifact_cooccurrence,prepare
T1110.003,Password Spraying,D3-PWA,Password Authentication,prepare,Harden,1,Password,0.25,artifact_cooccurrence,prepare
T1110,Brute Force,D3-PWA,Password Authentication,prepare,Harden,1,Password,0.25,artifact_cooccurrence,prepare
T1134.001,Token Impersonation/Theft,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1134.002,Create Process with Token,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1134.003,Make and Impersonate Token,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1134,Access Token Manipulation,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1528,Steal Application Access Token,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1550.001,Application Access Token,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1550,Use Alternate Authentication Material,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1558.001,Golden Ticket,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1558.002,Silver Ticket,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1558.003,Kerberoasting,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1558.004,AS-REP Roasting,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1558.005,Ccache Files,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1558,Steal or Forge Kerberos Tickets,D3-TBA,Token-based Authentication,prepare,Harden,1,Access Token,0.25,artifact_cooccurrence,prepare
T1056.003,Web Portal Capture,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1056,Input Capture,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1072,Software Deployment Tools,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1114.002,Remote Email Collection,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1114.003,Email Forwarding Rule,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1114,Email Collection,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1127.001,MSBuild,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1127,Trusted Developer Utilities Proxy Execution,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1137.006,Add-ins,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1137,Office Application Startup,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1176.001,Browser Extensions,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1176.002,IDE Extensions,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1176,Software Extensions,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1212,Exploitation for Credential Access,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1505.002,Transport Agent,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1505.003,Web Shell,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1505,Server Software Component,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1547.007,Re-opened Applications,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1547.011,Plist Modification,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1547,Boot or Logon Autostart Execution,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1554,Compromise Host Software Binary,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1562.002,Disable Windows Event Logging,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1562.003,Impair Command History Logging,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1562,Impair Defenses,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1564.006,Run Virtual Instance,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1564.008,Email Hiding Rules,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1564,Hide Artifacts,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1574.005,Executable Installer File Permissions Weakness,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1574.010,Services File Permissions Weakness,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1574,Hijack Execution Flow,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1578.002,Create Cloud Instance,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1578.003,Delete Cloud Instance,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1578.004,Revert Cloud Instance,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1578,Modify Cloud Compute Infrastructure,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1649,Steal or Forge Authentication Certificates,D3-DRA,Disable Remote Access,prepare,Harden,1,Application Configuration,0.25,artifact_cooccurrence,prepare
T1068,Exploitation for Privilege Escalation,D3-EHPV,Exception Handler Pointer Validation,prepare,Harden,1,Pointer,0.25,artifact_cooccurrence,prepare
T1203,Exploitation for Client Execution,D3-EHPV,Exception Handler Pointer Validation,prepare,Harden,1,Pointer,0.25,artifact_cooccurrence,prepare
T1210,Exploitation of Remote Services,D3-EHPV,Exception Handler Pointer Validation,prepare,Harden,1,Pointer,0.25,artifact_cooccurrence,prepare
T1211,Exploitation for Defense Evasion,D3-EHPV,Exception Handler Pointer Validation,prepare,Harden,1,Pointer,0.25,artifact_cooccurrence,prepare
T1212,Exploitation for Credential Access,D3-EHPV,Exception Handler Pointer Validation,prepare,Harden,1,Pointer,0.25,artifact_cooccurrence,prepare
T1068,Exploitation for Privilege Escalation,D3-PAN,Pointer Authentication,prepare,Harden,1,Pointer,0.25,artifact_cooccurrence,prepare
T1203,Exploitation for Client Execution,D3-PAN,Pointer Authentication,prepare,Harden,1,Pointer,0.25,artifact_cooccurrence,prepare
T1210,Exploitation of Remote Services,D3-PAN,Pointer Authentication,prepare,Harden,1,Pointer,0.25,artifact_cooccurrence,prepare
T1211,Exploitation for Defense Evasion,D3-PAN,Pointer Authentication,prepare,Harden,1,Pointer,0.25,artifact_cooccurrence,prepare
T1212,Exploitation for Credential Access,D3-PAN,Pointer Authentication,prepare,Harden,1,Pointer,0.25,artifact_cooccurrence,prepare
T1003.001,LSASS Memory,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1003.002,Security Account Manager,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1003.004,LSA Secrets,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1003.007,Proc Filesystem,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1003,OS Credential Dumping,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1033,System Owner/User Discovery,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.001,At (Linux) Execution,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.002,At,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.003,Cron,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.004,Launchd,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.005,Scheduled Task,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.006,Systemd Timers,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.007,Container Orchestration Job,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053,Scheduled Task/Job,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1055.012,Process Hollowing,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1055,Process Injection,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1056.004,Credential API Hooking,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1056,Input Capture,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1068,Exploitation for Privilege Escalation,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1189,Drive-by Compromise,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1190,Exploit Public-Facing Application,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1203,Exploitation for Client Execution,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1210,Exploitation of Remote Services,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1211,Exploitation for Defense Evasion,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1212,Exploitation for Credential Access,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1218.013,Mavinject,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1218,System Binary Proxy Execution,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1505.002,Transport Agent,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1505.003,Web Shell,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1505,Server Software Component,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1546.007,Netsh Helper DLL,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1546,Event Triggered Execution,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1550.001,Application Access Token,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1550.002,Pass the Hash,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1550.003,Pass the Ticket,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1550.004,Web Session Cookie,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1550,Use Alternate Authentication Material,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.001,Domain Controller Authentication,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.002,Password Filter DLL,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.003,Pluggable Authentication Modules,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.004,Network Device Authentication,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.005,Reversible Encryption,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.006,Multi-Factor Authentication,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.007,Hybrid Identity,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.008,Network Provider DLL,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.009,Conditional Access Policies,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556,Modify Authentication Process,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1562.001,Disable or Modify Tools,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1562,Impair Defenses,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1620,Reflective Code Loading,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1621,Multi-Factor Authentication Request Generation,D3-PSEP,Process Segment Execution Prevention,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1003.001,LSASS Memory,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1003.002,Security Account Manager,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1003.004,LSA Secrets,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1003.007,Proc Filesystem,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1003,OS Credential Dumping,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1033,System Owner/User Discovery,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.001,At (Linux) Execution,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.002,At,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.003,Cron,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.004,Launchd,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.005,Scheduled Task,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.006,Systemd Timers,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053.007,Container Orchestration Job,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1053,Scheduled Task/Job,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1055.012,Process Hollowing,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1055,Process Injection,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1056.004,Credential API Hooking,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1056,Input Capture,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1068,Exploitation for Privilege Escalation,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1189,Drive-by Compromise,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1190,Exploit Public-Facing Application,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1203,Exploitation for Client Execution,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1210,Exploitation of Remote Services,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1211,Exploitation for Defense Evasion,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1212,Exploitation for Credential Access,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1218.013,Mavinject,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1218,System Binary Proxy Execution,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1505.002,Transport Agent,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1505.003,Web Shell,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1505,Server Software Component,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1546.007,Netsh Helper DLL,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1546,Event Triggered Execution,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1550.001,Application Access Token,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1550.002,Pass the Hash,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1550.003,Pass the Ticket,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1550.004,Web Session Cookie,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1550,Use Alternate Authentication Material,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.001,Domain Controller Authentication,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.002,Password Filter DLL,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.003,Pluggable Authentication Modules,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.004,Network Device Authentication,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
T1556.005,Reversible Encryption,D3-SAOR,Segment Address Offset Randomization,prepare,Harden,1,Process Segment,0.25,artifact_cooccurrence,prepare
